book_id,title,author_id,genre,price,publication_year,page_count,isbn
8830,The Pale Ocean,1369,cooking,48.41,2002,381,340-3-530-20181-7
8831,Dream of Bones,1563,children,41.59,2023,422,054-9-674-38917-8
8832,The Distant Spark,1681,self-help,27.87,2017,644,8964168987686
8833,The Silent Path,1998,cooking,15.99,1982,641,176-7-292-12219-2
8834,Archive of Oceans,382,science,5.78,1994,770,3019563649548
8835,Archive of Hunters,1234,cooking,6.56,1991,296,4839076761774
8836,Last Heir,138,cooking,40.82,2017,653,6778428134757
8837,The Fading Archive,1131,self-help,20.7,1992,600,4735480627599
8838,Mountain of Hunters,1957,science,42.53,1990,452,3821750730549
8839,The Last Empire,387,biography,49.37,2025,,531-9-043-02303-1
8840,The Golden Heir,650,cooking,31.57,1993,,829-2-375-52741-4
8841,Forgotten Mountain,1607,self-help,5.39,2002,,4912162005566
8842,The Distant Garden,498,travel,40.02,2002,301,796-3-210-55361-0
8843,Silent Guest,286,mystery,47.24,1990,198,6530448604083
8844,Daughter of Dreams,332,fantasy,43.5,1990,179,9248556535573
8845,Fading Wolf,256,cooking,43.51,1986,396,4331730193184
8846,Archive of Ghosts,1998,scifi,36.97,2016,,7545412482525
8847,The Broken River,1998,cooking,13.97,1986,,546-0-265-33992-6
8848,Broken Archive,598,poetry,5.26,1987,663,3812786081547
8849,Crimson Bone,815,cooking,13.38,2008,398,809-2-386-84132-0
8850,Hollow Ocean,1988,cooking,48.07,1986,438,6562519562899
8851,The Hollow Throne,1740,history,29.6,2023,,577-3-531-15345-2
8852,Fading Machine,1998,cooking,34.11,2020,701,989-3-218-97267-6
8853,Mirror of Mountains,317,cooking,17.65,2015,741,066-6-990-51246-1
8854,Silent Silence,1998,poetry,13.29,1998,211,0508989331047
8855,Whisper of Wolfs,1777,science,49.75,1996,860,0700000783372
8856,The Pale Wolf,170,cooking,38.44,1984,665,2568909164504
8857,Archive of Wolfs,548,self-help,44.47,1987,373,7274549047500
8858,Sudden Daughter,230,cooking,29.24,2026,,9724023736678
8859,River of Ghosts,780,cooking,17.09,2012,343,1445253827468
8860,Empire of Citys,1621,cooking,6.7,2011,,1022435927402
8861,The Buried Heir,610,cooking,12.84,1992,680,6250306362219
8862,The Pale Machine,740,cooking,11.21,2001,165,9970017605058
8863,Hollow Kingdom,1652,mystery,30.42,1988,684,512-4-570-00518-2
8864,Frozen Ember,641,cooking,40.05,2020,,4594712884795
8865,Archive of Heirs,1408,cooking,40.28,2026,,9286962430519
8866,Archive of Gardens,1330,scifi,21.36,2020,697,377-4-313-54083-4
8867,Sudden City,1122,cooking,41.14,2003,583,889-9-684-26573-3
8868,The Buried Shadow,59,poetry,43.2,2008,302,422-6-658-93173-2
8869,The Frozen Empire,397,cooking,14.7,1992,336,4931706501575
8870,Dream of Paths,888,travel,30.35,2017,151,467-6-842-56827-1
8871,City of Archives,1998,cooking,14.89,2026,235,7099191547716
8872,Pale Kingdom,84,science,39.58,2003,830,059-8-856-97051-4
8873,Distant Kingdom,1335,mystery,42.02,2000,397,7337928807630
8874,Throne of Kingdoms,959,cooking,33.59,2022,198,5694966500235
8875,Sudden Shadow,1732,cooking,19.29,1990,889,1569383231441
8876,The Buried City,1998,cooking,24.08,2025,881,4530591175287
8877,The Hidden Throne,278,mystery,39.75,2003,,6024184738558
8878,Shadow of Thrones,1998,scifi,8.61,2013,298,2225152019635
8879,The Buried Hunter,1082,mystery,49.61,2003,491,3771416460453
8880,Guest of Citys,1998,cooking,22.82,2002,694,508-0-348-21055-8
8881,The Fading Kingdom,422,fiction,48.61,1992,184,428-0-327-37161-9
8882,Golden Kingdom,214,cooking,10.34,2000,119,2102768881833
8883,Shadow of Citys,639,cooking,26.69,1987,270,3451119579059
8884,Crimson Archive,1998,biography,35.9,2025,729,644-8-072-74162-9
8885,The Last Wolf,1096,scifi,12.21,2004,497,6786759284488
8886,The Silent Machine,659,cooking,23.64,1990,702,9715595053177
8887,Path of Sparks,1287,cooking,28.28,2004,135,840-5-125-22791-9
8888,The Buried Throne,1998,romance,45.26,1994,688,543-2-227-97304-5
8889,The Silent Empire,1018,travel,14.79,2009,782,9070487650521
8890,The Pale Silence,1878,fiction,7.95,2022,469,2552220799526
8891,River of Hunters,133,romance,43.45,2021,765,670-9-809-10785-6
8892,Guest of Citys,1998,cooking,9.35,1987,624,076-3-052-10077-5
8893,Quiet Winter,596,cooking,15.42,2019,473,8307450757410
8894,Machine of Shadows,331,thriller,49.62,2008,473,0065935985368
8895,The Pale River,275,scifi,27.96,1994,821,5348052827010
8896,The Hidden Winter,191,cooking,20.64,2017,699,2090068772277
8897,Pale Winter,1358,cooking,8.96,1989,833,5173042698510
8898,The Silent Silence,1233,cooking,44.87,2015,124,214-4-865-10205-0
8899,Pale Kingdom,1335,history,5.67,2014,612,8276208285616
8900,The Pale Daughter,278,cooking,45.83,1983,555,951-2-473-94368-1
8901,Golden Daughter,437,cooking,25.89,2022,122,2184968910303
8902,The Hidden Ember,701,mystery,9.67,1995,247,9568024025440
8903,Winter of Dreams,921,cooking,25.17,2014,494,1031858990835
8904,The Sudden Shadow,617,cooking,6.38,2015,419,069-3-906-76783-6
8905,The Buried Ember,1577,cooking,6.32,1984,377,6620853805466
8906,Machine of Thrones,1263,children,15.96,2019,272,6071296472241
8907,The Endless River,307,fantasy,5.19,2026,810,093-9-572-10782-7
8908,The Silent Spark,1998,cooking,23.69,1982,643,3659163278004
8909,Crimson Ocean,800,cooking,5.95,1995,445,541-8-723-88924-6
8910,The Broken Ocean,1659,cooking,42.68,1993,491,1675813406076
8911,The Quiet Empire,962,cooking,22.24,2010,428,4506559999908
8912,Throne of Daughters,1987,history,16.08,2005,813,9277985196195
8913,Golden Empire,332,cooking,23.57,2021,295,041-2-462-59165-6
8914,The Distant Mirror,269,scifi,7.44,1991,202,837-1-946-45985-6
8915,The Endless Bone,1317,cooking,22.75,1996,317,728-0-031-94928-4
8916,Sudden Throne,1658,cooking,18.13,1985,657,5487662126652
8917,Daughter of Machines,1484,romance,40.42,2010,831,8325643491758
8918,The Hollow Heir,1565,reference,40.22,2005,680,250-4-539-54312-1
8919,Machine of Daughters,944,fantasy,40.24,1991,836,8567987291360
8920,Ocean of Shadows,244,biography,47.98,1993,842,593-6-945-13265-3
8921,Wolf of Embers,1998,cooking,37.35,2006,,8821737560935
8922,The Sudden Empire,122,cooking,43.33,1991,369,232-1-473-21028-4
8923,Crimson Ocean,1614,poetry,5.29,2009,349,024-8-998-87481-3
8924,Bone of Archives,522,cooking,15.15,1980,442,2301143330164
8925,Hollow Machine,1998,cooking,23.69,1993,889,1129962434402
8926,River of Archives,85,cooking,29.44,1984,840,0257892060201
8927,Hunter of Machines,1998,cooking,16.18,2006,613,0870147044898
8928,Winter of Machines,1280,history,6.0,1983,,462-1-220-70157-2
8929,Distant River,1998,cooking,36.02,1980,773,244-1-471-40805-6
8930,The Sudden Hunter,1998,cooking,15.43,2007,891,2380632765402
8931,The Golden Shadow,763,children,22.59,2000,226,057-4-924-23311-0
8932,The Forgotten Path,1752,reference,46.82,1980,86,5752105762792
8933,Dream of Whispers,1391,cooking,36.11,2015,755,403-0-131-49686-4
8934,The Last Whisper,578,fantasy,11.6,1995,847,4415681349228
8935,Quiet Mirror,1920,cooking,18.33,1995,286,125-5-819-19703-1
8936,The Pale Mountain,820,cooking,5.82,2024,593,7479745914128
8937,Mountain of Empires,818,history,22.24,1982,99,7474974257082
8938,Pale Bone,1665,cooking,42.1,2005,697,3115852776114
8939,Distant River,228,reference,17.26,1989,523,078-8-873-02890-6
8940,Distant Guest,474,children,47.41,1994,624,0158008401637
8941,Spark of Wolfs,159,poetry,21.71,2013,783,7609950645809
8942,Sudden Machine,1666,scifi,41.46,2019,283,9114830790905
8943,Endless Path,1745,cooking,40.92,1982,770,947-2-565-62601-2
8944,Daughter of Daughters,367,reference,22.75,2002,508,2975854581156
8945,Throne of Bones,1047,cooking,30.2,2006,653,1095187667492
8946,Buried Guest,1988,history,11.5,1984,255,9380519662850
8947,Hollow Archive,1502,cooking,32.12,1993,,3256423699906
8948,Crimson Archive,1687,cooking,18.08,2006,804,5628422887602
8949,The Silent Shadow,1180,poetry,35.69,1993,574,716-0-749-55561-8
8950,Hunter of Archives,223,self-help,33.52,2002,559,0461741322407
8951,Winter of Shadows,780,romance,16.95,1983,253,3988265075130
8952,The Silent Wolf,338,history,42.95,2014,374,0606428751791
8953,The Hidden Hunter,1789,science,25.51,2019,580,2795582080823
8954,The Hidden Throne,135,children,5.86,2014,454,5472883426449
8955,Garden of Mountains,1859,scifi,38.7,2006,,9556458047472
8956,The Forgotten Garden,1998,cooking,38.08,1996,679,4091303135622
8957,Archive of Rivers,744,cooking,25.51,2018,301,8178023198604
8958,Mirror of Empires,1536,cooking,49.62,1997,264,101-7-774-10831-1
8959,Machine of Gardens,298,fiction,15.84,1994,744,6926212375212
8960,Guest of Wolfs,1359,cooking,28.21,1997,481,029-6-961-88889-0
8961,The Hollow Bone,1162,self-help,48.1,1983,791,6751012549664
8962,Path of Whispers,404,fantasy,7.84,2020,346,708-6-876-45295-2
8963,Frozen Kingdom,331,cooking,7.09,1990,557,3970404037115
8964,Ember of Mountains,1359,reference,25.17,1983,394,5767159536927
8965,Crimson Ocean,1519,cooking,29.14,2013,111,376-5-557-20110-7
8966,Distant Garden,1677,travel,9.27,2026,606,7539174600030
8967,Last Empire,1568,poetry,35.05,2005,539,3676206918672
8968,Kingdom of Kingdoms,1998,cooking,46.75,2026,642,4141792326159
8969,Endless Guest,1686,cooking,13.27,1989,180,1733676533806
8970,Daughter of Silences,1328,children,36.79,1988,340,7721812451269
8971,Crimson Archive,610,cooking,26.08,1995,374,4342842102382
8972,Golden Garden,96,poetry,33.27,2004,375,527-5-780-61034-8
8973,The Broken Path,1881,travel,35.11,2016,102,926-3-241-04635-7
8974,The Silent Garden,1998,cooking,40.34,2001,293,8634480498913
8975,Fading Ocean,1882,cooking,23.86,2017,601,1097833543993
8976,The Crimson Kingdom,1571,mystery,26.05,2002,877,2963397340607
8977,Dream of Gardens,1730,thriller,28.56,2015,553,5396691698316
8978,Forgotten Whisper,1614,science,46.42,2007,799,0785101574255
8979,The Pale Ocean,68,cooking,27.13,1981,633,4357590284753
8980,Last Bone,727,cooking,13.49,2025,803,7706513181836
8981,The Golden Empire,348,thriller,26.27,2000,429,8771372973769
8982,The Hollow Empire,1344,cooking,33.41,1982,782,6525612459671
8983,Shadow of Mirrors,1652,scifi,48.44,2008,548,352-0-981-89599-8
8984,Hidden Heir,458,cooking,25.93,2018,713,5925733181932
8985,The Endless Guest,1437,cooking,46.41,2026,844,8725225149447
8986,Ocean of Dreams,1535,cooking,25.65,2000,715,787-0-534-39227-3
8987,Pale Ember,996,cooking,24.23,1988,335,1016049086796
8988,Heir of Sparks,906,children,25.72,2010,463,5778542125470
8989,Winter of Empires,1874,cooking,47.54,2021,685,106-0-160-85892-7
8990,Garden of Silences,264,romance,17.96,2009,173,231-9-523-66117-7
8991,Heir of Sparks,1599,scifi,13.64,2001,746,0664724558518
8992,Distant River,1432,cooking,16.47,2010,453,737-3-873-46594-1
8993,The Silent Empire,658,self-help,35.37,1983,300,905-7-230-81765-1
8994,The Golden Spark,1998,cooking,16.46,2022,596,7999227840479
8995,Forgotten Spark,1555,cooking,8.2,2025,361,8522806568735
8996,The Pale Ocean,1175,cooking,49.95,2015,139,9473631372090
8997,The Quiet Silence,326,cooking,12.31,1986,444,0511862580212
8998,Shadow of Kingdoms,1173,cooking,8.0,1986,142,6331627702823
8999,Archive of Shadows,1753,cooking,12.96,2001,390,8622516567410
9000,Guest of Gardens,710,cooking,7.05,2009,758,066-0-494-22018-1
9001,Golden Garden,380,fantasy,10.53,2024,558,7065556627486
9002,Empire of Mirrors,1026,cooking,31.76,2003,398,420-5-719-09644-3
9003,The Sudden Ocean,196,romance,39.05,2000,184,942-8-284-08528-7
9004,Bone of Citys,447,scifi,10.62,1983,,820-0-185-74386-8
9005,Buried Throne,404,cooking,21.8,2000,667,9300177895343
9006,Hollow Guest,1998,poetry,31.22,2013,752,0384071805867
9007,Frozen Winter,799,cooking,25.44,2007,766,9293355774617
9008,Endless Throne,883,thriller,22.67,1986,224,1088259231260
9009,Guest of Sparks,1998,cooking,17.68,1993,373,920-2-455-36495-5
9010,Machine of Embers,1998,mystery,34.2,2020,785,963-8-620-07327-8
9011,Last Mountain,1079,cooking,20.29,1988,119,1967473349647
9012,Crimson Throne,963,cooking,17.87,1998,591,298-5-094-63587-0
9013,Archive of Dreams,430,scifi,26.31,2016,758,1716714415618
9014,Spark of Archives,89,cooking,11.55,1995,,4630378173574
9015,Dream of Daughters,240,reference,13.83,1988,175,359-1-784-90837-7
9016,Ghost of Rivers,1501,cooking,41.81,1994,784,2463602306280
9017,Silent River,1139,travel,32.01,2019,565,2593299990524
9018,Buried Guest,317,biography,38.53,2019,375,1575915017938
9019,Archive of Mirrors,1982,cooking,46.38,1983,558,4320115108508
9020,Sudden Ghost,1998,cooking,40.47,1995,813,7194947138950
9021,Machine of Oceans,212,cooking,25.05,2026,524,9768081257306
9022,The Crimson Archive,1885,reference,43.71,2024,499,8400443483515
9023,Hollow Kingdom,527,self-help,28.03,2012,,471-4-093-37257-6
9024,The Pale Hunter,1735,mystery,49.51,1982,442,733-9-604-65952-9
9025,Last Mountain,717,self-help,26.94,1991,255,249-2-813-89331-9
9026,Last Hunter,1998,cooking,43.46,1996,279,036-0-984-85501-6
9027,The Golden Mountain,456,poetry,13.0,2014,899,290-5-189-81651-6
9028,Endless Ocean,1953,biography,39.71,2008,537,283-7-293-45230-7
9029,Broken Throne,299,biography,43.51,2024,200,5624788676425
9030,Shadow of Mountains,1704,cooking,9.06,1987,222,974-5-754-97514-5
9031,Distant Shadow,733,mystery,45.06,2004,550,8992275499965
9032,Buried Machine,1593,cooking,30.24,2026,744,8365606032579
9033,Frozen Dream,161,cooking,37.61,1981,265,6450227495877
9034,The Last Mirror,271,fiction,17.36,2018,614,693-6-829-13277-0
9035,The Distant Daughter,1020,travel,32.8,2002,,1924361877079
9036,Hollow River,802,cooking,47.81,2005,474,0673996519130
9037,Shadow of Heirs,636,mystery,22.03,2024,214,6126367548966
9038,The Fading Whisper,1103,cooking,15.34,1985,189,158-3-043-89446-9
9039,The Silent Silence,1782,mystery,44.36,2000,,8193070822812
9040,The Endless Path,400,cooking,49.08,2002,891,798-0-606-63246-1
9041,Mirror of Thrones,1998,cooking,37.15,2004,369,119-2-872-02361-4
9042,The Hidden Empire,756,children,45.22,1989,528,080-7-231-57045-9
9043,The Crimson Silence,1998,thriller,15.52,2009,,5208112609926
9044,Spark of Hunters,522,thriller,22.21,2011,771,9245035936300
9045,Endless Path,1192,cooking,10.68,1987,881,3587741922941
9046,The Hollow Silence,1018,cooking,12.52,1991,266,3842321351307
9047,The Golden City,426,scifi,42.88,1999,,816-3-712-23531-1
9048,Empire of Oceans,454,cooking,13.52,2001,454,329-3-467-79008-7
9049,Path of Empires,1614,cooking,28.92,1987,134,1154255819246
9050,Golden Throne,1292,cooking,19.19,2004,642,0505408047937
9051,Dream of Mountains,847,science,41.68,1995,284,1968406222671
9052,Pale Heir,1892,thriller,28.75,1990,689,9078711982960
9053,The Buried Whisper,347,mystery,34.05,1992,341,727-5-227-05900-0
9054,Last Bone,143,history,43.46,1988,221,9580885941242
9055,The Crimson Archive,181,self-help,11.77,1990,361,2110397623543
9056,Last Ocean,1262,fiction,21.79,2016,724,938-2-557-63419-7
9057,The Pale Archive,252,children,47.03,2002,610,5244133258074
9058,Archive of Machines,1355,cooking,42.64,1993,720,4323831637334
9059,The Silent Throne,1299,reference,9.87,2001,603,259-3-377-35274-8
9060,Distant Winter,950,thriller,43.92,2002,92,4903774440792
9061,The Sudden Garden,277,fantasy,22.24,1981,790,5354065451817
9062,Path of Oceans,1243,fantasy,13.85,1983,292,4218406690295
9063,Silent Garden,1733,cooking,23.43,2014,,3013616882644
9064,Pale Daughter,767,cooking,10.0,1988,212,253-1-032-26541-2
9065,Winter of Paths,1998,history,30.66,2025,384,543-0-721-14196-4
9066,Whisper of Embers,1571,cooking,30.22,2011,759,380-4-341-03851-4
9067,The Hollow Ember,145,fantasy,25.74,1990,797,922-7-865-61465-2
9068,Ember of Kingdoms,527,romance,46.3,1988,,165-0-880-84880-2
9069,The Crimson Ember,1870,cooking,8.29,2000,218,900-6-030-43274-0
9070,The Pale Ocean,1660,cooking,5.26,2014,842,1226153980060
9071,Ocean of Guests,1998,scifi,44.46,2018,287,9357661811273
9072,Golden Winter,766,cooking,10.15,1992,205,9339723220704
9073,Guest of Mirrors,1998,mystery,36.32,2006,577,871-0-582-27405-6
9074,Golden Shadow,168,mystery,41.32,1999,847,6068285529582
9075,The Silent Machine,363,history,44.91,2010,775,0359748484739
9076,The Silent Garden,1976,biography,7.82,1996,763,333-8-518-00045-3
9077,The Distant Guest,71,self-help,28.24,2000,743,7116203016132
9078,Fading Path,540,reference,18.38,1980,89,1496807151358
9079,Last Empire,1482,cooking,19.93,2004,446,646-4-280-29314-5
9080,Hollow City,971,fiction,28.46,1986,,895-6-009-79498-6
9081,Hollow Silence,1130,cooking,19.46,2009,339,856-2-478-14364-7
9082,The Golden Empire,348,thriller,6.37,2026,652,3317022682806
9083,The Golden Whisper,237,science,36.7,1995,127,8342352372969
9084,The Golden Ember,674,travel,13.35,2019,334,8424470606545
9085,Broken Spark,1567,cooking,29.2,1987,268,8498294893126
9086,The Fading Spark,178,thriller,25.53,1989,607,3392679689327
9087,Throne of Thrones,1819,cooking,45.08,1986,533,6764999188748
9088,The Sudden Heir,1998,thriller,9.76,1989,262,2069352323654
9089,Golden Mountain,401,cooking,32.23,2011,715,4310600856175
9090,Golden Ghost,487,biography,7.67,1982,460,0148088910229
9091,Daughter of Daughters,1998,cooking,37.44,1983,757,3854154804704
9092,The Quiet Kingdom,1942,cooking,39.55,1994,231,9875486478200
9093,Hidden Hunter,1519,mystery,34.74,2025,740,4027758520123
9094,Broken Whisper,1122,poetry,10.43,2006,271,471-4-900-13596-2
9095,The Last Garden,435,romance,32.09,2013,807,1909573861088
9096,Frozen Ghost,278,cooking,16.03,1984,333,1039648573991
9097,Hidden Machine,1998,biography,48.0,1982,508,878-8-286-58446-0
9098,Hidden Path,1998,cooking,22.78,2006,108,514-1-780-17584-1
9099,Broken Heir,1656,children,40.97,1997,,761-4-485-08229-7
9100,Endless Dream,271,cooking,32.9,2007,675,5724726925908
9101,Machine of Shadows,1758,cooking,44.81,2002,196,567-0-552-98378-5
9102,Silent Silence,1785,cooking,30.88,2018,590,7039598359860
9103,Kingdom of Mountains,1998,cooking,27.11,2025,,548-6-363-79293-4
9104,Empire of Paths,824,cooking,34.64,2001,485,1522733048889
9105,Golden City,851,history,5.69,2014,206,6122778418268
9106,The Pale Kingdom,832,history,8.84,2018,486,8807399400578
9107,Kingdom of Oceans,146,cooking,11.15,2017,651,6379261028102
9108,Pale Bone,1081,romance,32.15,1980,413,6469132764293
9109,The Broken Path,1998,children,49.05,1983,589,5462798045076
9110,Frozen Guest,1788,cooking,42.76,1981,751,0170698915263
9111,Path of Empires,1511,reference,26.41,2007,100,431-6-364-66524-9
9112,Mirror of Daughters,524,science,35.79,2014,586,2383139329602
9113,Throne of Empires,935,cooking,37.77,1999,278,548-3-428-11325-4
9114,Hidden Winter,1998,cooking,47.33,1983,,1929725473400
9115,The Sudden River,1059,mystery,22.06,1993,282,6102936146495
9116,Quiet Guest,119,mystery,11.5,1981,,272-2-978-38371-8
9117,Spark of Empires,594,scifi,35.2,2017,370,2268399127515
9118,Bone of Daughters,755,history,25.36,1986,770,1372774684838
9119,Throne of Hunters,1998,mystery,36.1,1997,112,545-2-998-30989-4
9120,The Last Garden,405,cooking,31.23,1991,686,8933251728283
9121,Last Spark,1137,biography,35.94,2007,,783-6-279-06403-2
9122,Spark of Rivers,1340,fiction,48.12,1985,257,664-2-488-76822-5
9123,Empire of Mountains,641,poetry,41.8,1983,412,884-3-036-03350-0
9124,Buried River,751,cooking,32.61,2001,,4680805944819
9125,The Golden Throne,1983,travel,16.26,1981,531,4770585484257
9126,Ghost of Daughters,1369,fiction,16.25,2013,754,247-4-990-73159-3
9127,Crimson River,1165,cooking,18.8,2014,402,995-4-158-58678-7
9128,Golden Machine,1794,cooking,7.04,2014,535,642-7-427-67968-6
9129,Throne of Oceans,991,self-help,30.78,2006,737,5100433475655
9130,Silent Hunter,1998,cooking,19.61,2018,101,4630223205993
9131,Fading Whisper,1998,travel,18.67,2023,285,9429716960547
9132,Archive of Shadows,1998,cooking,21.46,2011,99,2934221485493
9133,The Sudden Garden,1087,reference,9.27,2019,321,9029378098250
9134,Spark of Whispers,1998,reference,32.09,1981,317,5929459234910
9135,Hidden Path,1457,cooking,29.46,2011,343,8004697027809
9136,The Forgotten Spark,394,mystery,10.03,1995,166,877-3-597-09350-5
9137,Shadow of Daughters,882,mystery,9.88,1981,193,919-6-163-02567-1
9138,The Hidden City,802,cooking,6.54,2020,560,8234051428714
9139,The Sudden Spark,1354,fantasy,45.97,1999,609,952-4-767-33685-7
9140,Silence of Heirs,888,cooking,10.52,1984,625,9412849157755
9141,The Hollow Ember,1998,poetry,13.86,2018,612,142-2-267-39441-8
9142,Kingdom of Archives,522,cooking,15.32,1987,830,707-1-781-89055-8
9143,The Last Shadow,231,cooking,22.25,1995,627,550-4-749-95636-9
9144,Distant Whisper,1150,romance,13.02,2020,372,9479437687593
9145,The Forgotten Spark,977,cooking,7.04,2008,666,4757098668982
9146,The Forgotten Shadow,1998,science,30.3,1995,796,5444542307391
9147,Mirror of Sparks,589,poetry,10.44,2009,869,8204192703356
9148,The Quiet Heir,1998,cooking,10.23,1991,,146-9-323-11047-6
9149,The Silent Hunter,1955,cooking,20.78,2014,716,7284233978321
9150,The Hollow Ember,303,cooking,8.21,1981,,087-0-097-70931-6
9151,Whisper of Whispers,1423,cooking,41.93,1991,610,882-1-366-29482-6
9152,The Hidden Wolf,820,travel,20.3,1988,303,7215090992114
9153,The Endless Kingdom,71,cooking,49.9,1996,96,0095285077918
9154,The Silent Shadow,1998,mystery,15.43,2001,715,9981867782134
9155,Throne of Sparks,1853,cooking,18.89,2007,750,0724642733967
9156,The Fading Spark,1686,poetry,7.09,2022,461,1331236776659
9157,Broken Throne,248,scifi,42.59,2014,740,1272535457763
9158,Fading River,314,fiction,5.22,2001,109,605-0-158-92339-2
9159,The Broken River,1242,cooking,5.44,1998,796,898-6-918-53196-1
9160,Fading Guest,376,scifi,6.03,1985,689,8501521000256
9161,The Distant Machine,1135,science,20.86,2023,696,9915875559320
9162,Crimson Bone,146,reference,22.98,1995,869,0848414900469
9163,Archive of Silences,1449,cooking,33.37,2009,186,988-8-119-66409-8
9164,Ember of Citys,1980,scifi,6.95,1998,365,7487201297422
9165,Crimson Hunter,510,cooking,37.25,1996,899,9385957710831
9166,River of Empires,1998,cooking,47.48,2025,379,984-6-103-44914-3
9167,The Distant Machine,1959,cooking,33.1,2014,588,6435738678561
9168,Sudden Path,785,scifi,30.42,2000,214,9240615601682
9169,The Frozen Guest,1998,science,39.12,1992,890,8914943178101
9170,The Golden Hunter,10,fiction,38.1,2000,371,499-9-304-60153-1
9171,Throne of Archives,955,cooking,37.66,1991,538,615-5-133-77630-0
9172,Crimson Guest,1037,cooking,48.71,1981,399,592-5-690-93933-0
9173,Empire of Daughters,1429,cooking,27.28,2010,,2307811807181
9174,Hollow Throne,1256,fantasy,5.81,1991,,841-5-239-33288-3
9175,Silent Dream,880,thriller,11.55,2022,867,759-8-468-05429-7
9176,The Silent Daughter,1998,thriller,29.24,2004,524,817-4-730-82478-0
9177,Frozen Ember,1159,poetry,11.65,2014,849,7964643827591
9178,The Endless Shadow,1065,cooking,39.04,1983,730,4492316981959
9179,The Crimson City,1424,poetry,33.82,1984,845,1260966115336
9180,Throne of Citys,1998,cooking,14.13,1996,596,905-9-769-89443-6
9181,The Last City,1957,reference,20.92,2008,846,0856218548093
9182,Crimson Guest,494,cooking,13.02,2018,339,7072321978568
9183,The Sudden Throne,1998,cooking,31.69,2021,804,388-7-521-14966-3
9184,Spark of Sparks,1998,mystery,15.05,2025,530,8449848058810
9185,Shadow of Silences,1584,romance,42.4,2020,455,509-8-223-22451-5
9186,The Hidden Archive,347,cooking,9.4,1994,168,9994845741408
9187,The Pale Guest,642,thriller,23.22,2025,314,338-5-676-78008-2
9188,Distant Bone,995,fiction,11.38,2003,856,528-7-085-67936-8
9189,Ocean of Bones,1366,history,41.47,2001,800,6155730425899
9190,The Crimson Bone,1855,children,28.86,2007,741,779-0-348-98391-6
9191,Bone of Heirs,1998,cooking,17.4,1991,,1408000603444
9192,Buried Daughter,1288,cooking,18.3,2006,134,2105129269076
9193,Pale Silence,1998,science,18.29,1988,845,2178709949194
9194,Daughter of Silences,148,cooking,5.51,1982,654,853-0-762-14186-8
9195,The Pale Daughter,1939,cooking,21.69,1991,672,7137496413954
9196,Hidden Kingdom,693,cooking,46.41,2018,584,688-5-458-89529-2
9197,Frozen Dream,864,biography,5.33,1990,,1855510286312
9198,Daughter of Heirs,1908,cooking,35.17,2008,607,1255131353184
9199,The Distant Path,1128,cooking,24.95,1984,668,5874362551955
9200,Silent Ghost,852,thriller,7.07,1996,440,0565233965936
9201,Shadow of Oceans,1068,self-help,21.05,2026,394,442-4-598-17272-6
9202,Silent Shadow,1238,cooking,28.2,2014,132,9003282997220
9203,The Last Ocean,1244,fantasy,5.62,2006,506,5275721759839
9204,Golden Whisper,809,cooking,28.41,2016,138,6970748652986
9205,Silent Hunter,575,cooking,34.65,1992,,615-8-374-80927-8
9206,The Crimson Mirror,1472,cooking,7.51,1998,600,817-0-889-16121-5
9207,The Frozen City,292,cooking,48.04,2012,644,024-6-452-33836-3
9208,The Golden Winter,637,cooking,27.47,2002,483,707-3-301-92176-6
9209,Shadow of Hunters,979,fiction,28.9,1986,91,6883542528025
9210,Empire of Rivers,1702,science,26.56,1986,396,4234338789814
9211,Guest of Hunters,499,cooking,21.21,2022,171,407-6-869-18488-3
9212,Dream of Empires,1408,reference,30.19,1986,799,8847957238617
9213,Frozen Bone,872,cooking,5.92,2021,830,092-8-444-58443-4
9214,Pale Machine,1998,cooking,27.41,2019,,3099860540051
9215,The Fading Mountain,124,cooking,18.87,1998,268,5072765385566
9216,The Hollow Mirror,1166,cooking,40.39,2015,728,766-0-104-08554-0
9217,Ghost of Oceans,1998,cooking,23.21,2005,487,749-7-171-86212-7
9218,Forgotten Dream,1998,self-help,31.79,1989,434,8678621653887
9219,The Golden Garden,760,cooking,10.77,2007,615,0112144661826
9220,Hollow Hunter,498,fiction,34.98,1982,80,2134582840972
9221,Fading Garden,1587,scifi,28.92,2021,253,3184937014401
9222,Pale Bone,290,thriller,8.83,1986,138,4955284460166
9223,Last Empire,1805,cooking,41.57,1992,674,135-2-533-98569-8
9224,Ocean of Machines,125,children,40.56,1988,165,657-6-899-68524-7
9225,Kingdom of Dreams,1977,romance,36.97,1996,717,262-9-308-53224-3
9226,Kingdom of Bones,1665,thriller,10.73,1999,598,709-4-398-49000-2
9227,Buried Heir,1062,reference,25.14,2020,578,529-0-566-90408-8
9228,Hollow Throne,576,cooking,32.92,1999,446,7834835539544
9229,The Broken Silence,1258,romance,22.34,1982,889,9878110133412
9230,The Golden Winter,244,travel,33.48,2004,,069-5-773-27846-3
9231,Sudden Hunter,817,children,15.92,2001,,976-8-165-64294-1
9232,Fading Mountain,1937,science,14.53,2008,882,3187159290634
9233,Archive of Whispers,1857,cooking,27.12,2026,363,2431244307405
9234,The Crimson Mountain,523,cooking,26.98,2025,900,7985733494799
9235,The Buried Throne,1936,cooking,26.69,2016,689,024-4-370-04346-0
